grafana  | ✔ Downloaded and extracted grafana-opensearch-datasource v2.24.0 zip successfully to /var/lib/grafana/plugins/grafana-opensearch-datasource
grafana  | logger=migrator t=2025-04-11T12:35:50.077805629Z level=info msg="Migration successfully executed" id="drop alert_definition_version table" duration=392.166µs
grafana  | logger=migrator t=2025-04-11T12:35:50.078658379Z level=info msg="Executing migration" id="create alert_instance table"
grafana  | logger=migrator t=2025-04-11T12:35:50.079043379Z level=info msg="Migration successfully executed" id="create alert_instance table" duration=385.083µs
grafana  | logger=migrator t=2025-04-11T12:35:50.080196629Z level=info msg="Executing migration" id="add index in alert_instance table on def_org_id, def_uid and current_state columns"
grafana  | logger=migrator t=2025-04-11T12:35:50.080591337Z level=info msg="Migration successfully executed" id="add index in alert_instance table on def_org_id, def_uid and current_state columns" duration=398.584µs
grafana  | logger=migrator t=2025-04-11T12:35:50.082373629Z level=info msg="Executing migration" id="add index in alert_instance table on def_org_id, current_state columns"
grafana  | logger=migrator t=2025-04-11T12:35:50.082766504Z level=info msg="Migration successfully executed" id="add index in alert_instance table on def_org_id, current_state columns" duration=393.291µs
grafana  | logger=migrator t=2025-04-11T12:35:50.084497629Z level=info msg="Executing migration" id="add column current_state_end to alert_instance"
grafana  | logger=migrator t=2025-04-11T12:35:50.08711242Z level=info msg="Migration successfully executed" id="add column current_state_end to alert_instance" duration=2.614792ms
grafana  | logger=migrator t=2025-04-11T12:35:50.088979212Z level=info msg="Executing migration" id="remove index def_org_id, def_uid, current_state on alert_instance"
grafana  | logger=migrator t=2025-04-11T12:35:50.089531629Z level=info msg="Migration successfully executed" id="remove index def_org_id, def_uid, current_state on alert_instance" duration=552.625µs
grafana  | logger=migrator t=2025-04-11T12:35:50.09087767Z level=info msg="Executing migration" id="remove index def_org_id, current_state on alert_instance"
grafana  | logger=migrator t=2025-04-11T12:35:50.091297504Z level=info msg="Migration successfully executed" id="remove index def_org_id, current_state on alert_instance" duration=419.875µs
grafana  | logger=migrator t=2025-04-11T12:35:50.092805087Z level=info msg="Executing migration" id="rename def_org_id to rule_org_id in alert_instance"
grafana  | logger=migrator t=2025-04-11T12:35:50.104444545Z level=info msg="Migration successfully executed" id="rename def_org_id to rule_org_id in alert_instance" duration=11.637541ms
grafana  | logger=migrator t=2025-04-11T12:35:50.106549545Z level=info msg="Executing migration" id="rename def_uid to rule_uid in alert_instance"
grafana  | logger=migrator t=2025-04-11T12:35:50.118395879Z level=info msg="Migration successfully executed" id="rename def_uid to rule_uid in alert_instance" duration=11.844916ms
grafana  | logger=migrator t=2025-04-11T12:35:50.120410629Z level=info msg="Executing migration" id="add index rule_org_id, rule_uid, current_state on alert_instance"
grafana  | logger=migrator t=2025-04-11T12:35:50.120956295Z level=info msg="Migration successfully executed" id="add index rule_org_id, rule_uid, current_state on alert_instance" duration=546.25µs
grafana  | logger=migrator t=2025-04-11T12:35:50.122699754Z level=info msg="Executing migration" id="add index rule_org_id, current_state on alert_instance"
grafana  | logger=migrator t=2025-04-11T12:35:50.123134587Z level=info msg="Migration successfully executed" id="add index rule_org_id, current_state on alert_instance" duration=435.25µs
grafana  | logger=migrator t=2025-04-11T12:35:50.124495754Z level=info msg="Executing migration" id="add current_reason column related to current_state"
grafana  | logger=migrator t=2025-04-11T12:35:50.126881087Z level=info msg="Migration successfully executed" id="add current_reason column related to current_state" duration=2.385334ms
grafana  | logger=migrator t=2025-04-11T12:35:50.128599754Z level=info msg="Executing migration" id="add result_fingerprint column to alert_instance"
grafana  | logger=migrator t=2025-04-11T12:35:50.131033837Z level=info msg="Migration successfully executed" id="add result_fingerprint column to alert_instance" duration=2.433292ms
grafana  | logger=migrator t=2025-04-11T12:35:50.133363629Z level=info msg="Executing migration" id="create alert_rule table"
grafana  | logger=migrator t=2025-04-11T12:35:50.133945004Z level=info msg="Migration successfully executed" id="create alert_rule table" duration=581.667µs
grafana  | logger=migrator t=2025-04-11T12:35:50.136129712Z level=info msg="Executing migration" id="add index in alert_rule on org_id and title columns"
grafana  | logger=migrator t=2025-04-11T12:35:50.136589962Z level=info msg="Migration successfully executed" id="add index in alert_rule on org_id and title columns" duration=460.75µs
grafana  | logger=migrator t=2025-04-11T12:35:50.138474254Z level=info msg="Executing migration" id="add index in alert_rule on org_id and uid columns"
grafana  | logger=migrator t=2025-04-11T12:35:50.139509212Z level=info msg="Migration successfully executed" id="add index in alert_rule on org_id and uid columns" duration=1.035208ms
grafana  | logger=migrator t=2025-04-11T12:35:50.141428129Z level=info msg="Executing migration" id="add index in alert_rule on org_id, namespace_uid, group_uid columns"
grafana  | logger=migrator t=2025-04-11T12:35:50.142381837Z level=info msg="Migration successfully executed" id="add index in alert_rule on org_id, namespace_uid, group_uid columns" duration=953.666µs
grafana  | logger=migrator t=2025-04-11T12:35:50.144949295Z level=info msg="Executing migration" id="alter alert_rule table data column to mediumtext in mysql"
grafana  | logger=migrator t=2025-04-11T12:35:50.145013129Z level=info msg="Migration successfully executed" id="alter alert_rule table data column to mediumtext in mysql" duration=64.5µs
grafana  | logger=migrator t=2025-04-11T12:35:50.147264462Z level=info msg="Executing migration" id="add column for to alert_rule"
grafana  | logger=migrator t=2025-04-11T12:35:50.150296212Z level=info msg="Migration successfully executed" id="add column for to alert_rule" duration=3.030833ms
grafana  | logger=migrator t=2025-04-11T12:35:50.152832795Z level=info msg="Executing migration" id="add column annotations to alert_rule"
grafana  | logger=migrator t=2025-04-11T12:35:50.15538792Z level=info msg="Migration successfully executed" id="add column annotations to alert_rule" duration=2.554708ms
grafana  | logger=migrator t=2025-04-11T12:35:50.157344587Z level=info msg="Executing migration" id="add column labels to alert_rule"
grafana  | logger=migrator t=2025-04-11T12:35:50.16011417Z level=info msg="Migration successfully executed" id="add column labels to alert_rule" duration=2.769458ms
grafana  | logger=migrator t=2025-04-11T12:35:50.163679129Z level=info msg="Executing migration" id="remove unique index from alert_rule on org_id, title columns"
grafana  | logger=migrator t=2025-04-11T12:35:50.16563942Z level=info msg="Migration successfully executed" id="remove unique index from alert_rule on org_id, title columns" duration=1.965417ms
grafana  | logger=migrator t=2025-04-11T12:35:50.168339629Z level=info msg="Executing migration" id="add index in alert_rule on org_id, namespase_uid and title columns"
grafana  | logger=migrator t=2025-04-11T12:35:50.169743129Z level=info msg="Migration successfully executed" id="add index in alert_rule on org_id, namespase_uid and title columns" duration=1.404833ms
grafana  | logger=migrator t=2025-04-11T12:35:50.17209842Z level=info msg="Executing migration" id="add dashboard_uid column to alert_rule"
grafana  | logger=migrator t=2025-04-11T12:35:50.174864462Z level=info msg="Migration successfully executed" id="add dashboard_uid column to alert_rule" duration=2.7645ms
grafana  | logger=migrator t=2025-04-11T12:35:50.176658212Z level=info msg="Executing migration" id="add panel_id column to alert_rule"
grafana  | logger=migrator t=2025-04-11T12:35:50.179480087Z level=info msg="Migration successfully executed" id="add panel_id column to alert_rule" duration=2.820875ms
grafana  | logger=migrator t=2025-04-11T12:35:50.180934129Z level=info msg="Executing migration" id="add index in alert_rule on org_id, dashboard_uid and panel_id columns"
grafana  | logger=migrator t=2025-04-11T12:35:50.181531879Z level=info msg="Migration successfully executed" id="add index in alert_rule on org_id, dashboard_uid and panel_id columns" duration=597.833µs
grafana  | logger=migrator t=2025-04-11T12:35:50.184015129Z level=info msg="Executing migration" id="add rule_group_idx column to alert_rule"
grafana  | logger=migrator t=2025-04-11T12:35:50.186691379Z level=info msg="Migration successfully executed" id="add rule_group_idx column to alert_rule" duration=2.676125ms
grafana  | logger=migrator t=2025-04-11T12:35:50.18843717Z level=info msg="Executing migration" id="add is_paused column to alert_rule table"
grafana  | logger=migrator t=2025-04-11T12:35:50.191387212Z level=info msg="Migration successfully executed" id="add is_paused column to alert_rule table" duration=2.949666ms
grafana  | logger=migrator t=2025-04-11T12:35:50.19326417Z level=info msg="Executing migration" id="fix is_paused column for alert_rule table"
grafana  | logger=migrator t=2025-04-11T12:35:50.193317254Z level=info msg="Migration successfully executed" id="fix is_paused column for alert_rule table" duration=54.583µs
grafana  | logger=migrator t=2025-04-11T12:35:50.19487242Z level=info msg="Executing migration" id="create alert_rule_version table"
grafana  | logger=migrator t=2025-04-11T12:35:50.195370045Z level=info msg="Migration successfully executed" id="create alert_rule_version table" duration=497.792µs
grafana  | logger=migrator t=2025-04-11T12:35:50.197591295Z level=info msg="Executing migration" id="add index in alert_rule_version table on rule_org_id, rule_uid and version columns"
grafana  | logger=migrator t=2025-04-11T12:35:50.198280795Z level=info msg="Migration successfully executed" id="add index in alert_rule_version table on rule_org_id, rule_uid and version columns" duration=689.917µs
grafana  | logger=migrator t=2025-04-11T12:35:50.200174129Z level=info msg="Executing migration" id="add index in alert_rule_version table on rule_org_id, rule_namespace_uid and rule_group columns"
grafana  | logger=migrator t=2025-04-11T12:35:50.200755004Z level=info msg="Migration successfully executed" id="add index in alert_rule_version table on rule_org_id, rule_namespace_uid and rule_group columns" duration=581.291µs
grafana  | logger=migrator t=2025-04-11T12:35:50.202352587Z level=info msg="Executing migration" id="alter alert_rule_version table data column to mediumtext in mysql"
grafana  | logger=migrator t=2025-04-11T12:35:50.202392337Z level=info msg="Migration successfully executed" id="alter alert_rule_version table data column to mediumtext in mysql" duration=40.875µs
grafana  | logger=migrator t=2025-04-11T12:35:50.204514087Z level=info msg="Executing migration" id="add column for to alert_rule_version"
grafana  | logger=migrator t=2025-04-11T12:35:50.207417837Z level=info msg="Migration successfully executed" id="add column for to alert_rule_version" duration=2.903083ms
grafana  | logger=migrator t=2025-04-11T12:35:50.20985517Z level=info msg="Executing migration" id="add column annotations to alert_rule_version"
grafana  | logger=migrator t=2025-04-11T12:35:50.212762254Z level=info msg="Migration successfully executed" id="add column annotations to alert_rule_version" duration=2.906083ms
grafana  | logger=migrator t=2025-04-11T12:35:50.214606087Z level=info msg="Executing migration" id="add column labels to alert_rule_version"
grafana  | logger=migrator t=2025-04-11T12:35:50.21747117Z level=info msg="Migration successfully executed" id="add column labels to alert_rule_version" duration=2.865333ms
grafana  | logger=migrator t=2025-04-11T12:35:50.220735754Z level=info msg="Executing migration" id="add rule_group_idx column to alert_rule_version"
grafana  | logger=migrator t=2025-04-11T12:35:50.223800754Z level=info msg="Migration successfully executed" id="add rule_group_idx column to alert_rule_version" duration=3.083917ms
grafana  | logger=migrator t=2025-04-11T12:35:50.226046712Z level=info msg="Executing migration" id="add is_paused column to alert_rule_versions table"
grafana  | logger=migrator t=2025-04-11T12:35:50.229082754Z level=info msg="Migration successfully executed" id="add is_paused column to alert_rule_versions table" duration=3.023833ms
grafana  | logger=migrator t=2025-04-11T12:35:50.23099167Z level=info msg="Executing migration" id="fix is_paused column for alert_rule_version table"
grafana  | logger=migrator t=2025-04-11T12:35:50.231168212Z level=info msg="Migration successfully executed" id="fix is_paused column for alert_rule_version table" duration=178.875µs
grafana  | logger=migrator t=2025-04-11T12:35:50.233274754Z level=info msg="Executing migration" id=create_alert_configuration_table
grafana  | logger=migrator t=2025-04-11T12:35:50.23410842Z level=info msg="Migration successfully executed" id=create_alert_configuration_table duration=834µs
grafana  | logger=migrator t=2025-04-11T12:35:50.23622117Z level=info msg="Executing migration" id="Add column default in alert_configuration"
grafana  | logger=migrator t=2025-04-11T12:35:50.240088712Z level=info msg="Migration successfully executed" id="Add column default in alert_configuration" duration=3.867209ms
grafana  | logger=migrator t=2025-04-11T12:35:50.242591837Z level=info msg="Executing migration" id="alert alert_configuration alertmanager_configuration column from TEXT to MEDIUMTEXT if mysql"
grafana  | logger=migrator t=2025-04-11T12:35:50.24264367Z level=info msg="Migration successfully executed" id="alert alert_configuration alertmanager_configuration column from TEXT to MEDIUMTEXT if mysql" duration=52.791µs
grafana  | logger=migrator t=2025-04-11T12:35:50.246209587Z level=info msg="Executing migration" id="add column org_id in alert_configuration"
grafana  | logger=migrator t=2025-04-11T12:35:50.251448504Z level=info msg="Migration successfully executed" id="add column org_id in alert_configuration" duration=5.2385ms
grafana  | logger=migrator t=2025-04-11T12:35:50.253148712Z level=info msg="Executing migration" id="add index in alert_configuration table on org_id column"
grafana  | logger=migrator t=2025-04-11T12:35:50.253830004Z level=info msg="Migration successfully executed" id="add index in alert_configuration table on org_id column" duration=682.208µs
grafana  | logger=migrator t=2025-04-11T12:35:50.255638504Z level=info msg="Executing migration" id="add configuration_hash column to alert_configuration"
grafana  | logger=migrator t=2025-04-11T12:35:50.258626337Z level=info msg="Migration successfully executed" id="add configuration_hash column to alert_configuration" duration=2.98375ms
grafana  | logger=migrator t=2025-04-11T12:35:50.260042254Z level=info msg="Executing migration" id=create_ngalert_configuration_table
grafana  | logger=migrator t=2025-04-11T12:35:50.260481962Z level=info msg="Migration successfully executed" id=create_ngalert_configuration_table duration=440.167µs
grafana  | logger=migrator t=2025-04-11T12:35:50.261981254Z level=info msg="Executing migration" id="add index in ngalert_configuration on org_id column"
grafana  | logger=migrator t=2025-04-11T12:35:50.262500087Z level=info msg="Migration successfully executed" id="add index in ngalert_configuration on org_id column" duration=519.125µs
grafana  | logger=migrator t=2025-04-11T12:35:50.263991087Z level=info msg="Executing migration" id="add column send_alerts_to in ngalert_configuration"
grafana  | logger=migrator t=2025-04-11T12:35:50.266798879Z level=info msg="Migration successfully executed" id="add column send_alerts_to in ngalert_configuration" duration=2.80725ms
grafana  | logger=migrator t=2025-04-11T12:35:50.268754629Z level=info msg="Executing migration" id="create provenance_type table"
grafana  | logger=migrator t=2025-04-11T12:35:50.269151837Z level=info msg="Migration successfully executed" id="create provenance_type table" duration=395.333µs
grafana  | logger=migrator t=2025-04-11T12:35:50.270429712Z level=info msg="Executing migration" id="add index to uniquify (record_key, record_type, org_id) columns"
grafana  | logger=migrator t=2025-04-11T12:35:50.270892379Z level=info msg="Migration successfully executed" id="add index to uniquify (record_key, record_type, org_id) columns" duration=463.125µs
grafana  | logger=migrator t=2025-04-11T12:35:50.273361754Z level=info msg="Executing migration" id="create alert_image table"
grafana  | logger=migrator t=2025-04-11T12:35:50.273749462Z level=info msg="Migration successfully executed" id="create alert_image table" duration=389.708µs
grafana  | logger=migrator t=2025-04-11T12:35:50.274762879Z level=info msg="Executing migration" id="add unique index on token to alert_image table"
grafana  | logger=migrator t=2025-04-11T12:35:50.275165295Z level=info msg="Migration successfully executed" id="add unique index on token to alert_image table" duration=402.75µs
grafana  | logger=migrator t=2025-04-11T12:35:50.276206962Z level=info msg="Executing migration" id="support longer URLs in alert_image table"
grafana  | logger=migrator t=2025-04-11T12:35:50.276229129Z level=info msg="Migration successfully executed" id="support longer URLs in alert_image table" duration=22.417µs
grafana  | logger=migrator t=2025-04-11T12:35:50.277115795Z level=info msg="Executing migration" id=create_alert_configuration_history_table
grafana  | logger=migrator t=2025-04-11T12:35:50.28387417Z level=info msg="Migration successfully executed" id=create_alert_configuration_history_table duration=6.757167ms
grafana  | logger=migrator t=2025-04-11T12:35:50.285251379Z level=info msg="Executing migration" id="drop non-unique orgID index on alert_configuration"
grafana  | logger=migrator t=2025-04-11T12:35:50.285683295Z level=info msg="Migration successfully executed" id="drop non-unique orgID index on alert_configuration" duration=431.917µs
grafana  | logger=migrator t=2025-04-11T12:35:50.286635004Z level=info msg="Executing migration" id="drop unique orgID index on alert_configuration if exists"
grafana  | logger=migrator t=2025-04-11T12:35:50.286792129Z level=warn msg="Skipping migration: Already executed, but not recorded in migration log" id="drop unique orgID index on alert_configuration if exists"
grafana  | logger=migrator t=2025-04-11T12:35:50.28977567Z level=info msg="Executing migration" id="extract alertmanager configuration history to separate table"
grafana  | logger=migrator t=2025-04-11T12:35:50.289951004Z level=info msg="Migration successfully executed" id="extract alertmanager configuration history to separate table" duration=175.875µs
grafana  | logger=migrator t=2025-04-11T12:35:50.29072217Z level=info msg="Executing migration" id="add unique index on orgID to alert_configuration"
grafana  | logger=migrator t=2025-04-11T12:35:50.29115092Z level=info msg="Migration successfully executed" id="add unique index on orgID to alert_configuration" duration=428.583µs
grafana  | logger=migrator t=2025-04-11T12:35:50.29245917Z level=info msg="Executing migration" id="add last_applied column to alert_configuration_history"
grafana  | logger=migrator t=2025-04-11T12:35:50.295248629Z level=info msg="Migration successfully executed" id="add last_applied column to alert_configuration_history" duration=2.7895ms
grafana  | logger=migrator t=2025-04-11T12:35:50.29648392Z level=info msg="Executing migration" id="create library_element table v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.296951462Z level=info msg="Migration successfully executed" id="create library_element table v1" duration=467.75µs
grafana  | logger=migrator t=2025-04-11T12:35:50.299849504Z level=info msg="Executing migration" id="add index library_element org_id-folder_id-name-kind"
grafana  | logger=migrator t=2025-04-11T12:35:50.30041442Z level=info msg="Migration successfully executed" id="add index library_element org_id-folder_id-name-kind" duration=565.459µs
grafana  | logger=migrator t=2025-04-11T12:35:50.301502295Z level=info msg="Executing migration" id="create library_element_connection table v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.301864795Z level=info msg="Migration successfully executed" id="create library_element_connection table v1" duration=362.333µs
grafana  | logger=migrator t=2025-04-11T12:35:50.302977629Z level=info msg="Executing migration" id="add index library_element_connection element_id-kind-connection_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.303412712Z level=info msg="Migration successfully executed" id="add index library_element_connection element_id-kind-connection_id" duration=435.208µs
grafana  | logger=migrator t=2025-04-11T12:35:50.30437892Z level=info msg="Executing migration" id="add unique index library_element org_id_uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.304760295Z level=info msg="Migration successfully executed" id="add unique index library_element org_id_uid" duration=381.458µs
grafana  | logger=migrator t=2025-04-11T12:35:50.307863837Z level=info msg="Executing migration" id="increase max description length to 2048"
grafana  | logger=migrator t=2025-04-11T12:35:50.307876087Z level=info msg="Migration successfully executed" id="increase max description length to 2048" duration=12.708µs
grafana  | logger=migrator t=2025-04-11T12:35:50.309958045Z level=info msg="Executing migration" id="alter library_element model to mediumtext"
grafana  | logger=migrator t=2025-04-11T12:35:50.309985962Z level=info msg="Migration successfully executed" id="alter library_element model to mediumtext" duration=28.209µs
grafana  | logger=migrator t=2025-04-11T12:35:50.311131045Z level=info msg="Executing migration" id="add library_element folder uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.31403542Z level=info msg="Migration successfully executed" id="add library_element folder uid" duration=2.904709ms
grafana  | logger=migrator t=2025-04-11T12:35:50.315149462Z level=info msg="Executing migration" id="populate library_element folder_uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.31542817Z level=info msg="Migration successfully executed" id="populate library_element folder_uid" duration=278.292µs
grafana  | logger=migrator t=2025-04-11T12:35:50.318051545Z level=info msg="Executing migration" id="add index library_element org_id-folder_uid-name-kind"
grafana  | logger=migrator t=2025-04-11T12:35:50.318487795Z level=info msg="Migration successfully executed" id="add index library_element org_id-folder_uid-name-kind" duration=436.667µs
grafana  | logger=migrator t=2025-04-11T12:35:50.319584545Z level=info msg="Executing migration" id="clone move dashboard alerts to unified alerting"
grafana  | logger=migrator t=2025-04-11T12:35:50.319806462Z level=info msg="Migration successfully executed" id="clone move dashboard alerts to unified alerting" duration=221.833µs
grafana  | logger=migrator t=2025-04-11T12:35:50.32072992Z level=info msg="Executing migration" id="create data_keys table"
grafana  | logger=migrator t=2025-04-11T12:35:50.321159629Z level=info msg="Migration successfully executed" id="create data_keys table" duration=429.708µs
grafana  | logger=migrator t=2025-04-11T12:35:50.322127087Z level=info msg="Executing migration" id="create secrets table"
grafana  | logger=migrator t=2025-04-11T12:35:50.32244867Z level=info msg="Migration successfully executed" id="create secrets table" duration=320.959µs
grafana  | logger=migrator t=2025-04-11T12:35:50.324689629Z level=info msg="Executing migration" id="rename data_keys name column to id"
grafana  | logger=migrator t=2025-04-11T12:35:50.340032212Z level=info msg="Migration successfully executed" id="rename data_keys name column to id" duration=15.339875ms
grafana  | logger=migrator t=2025-04-11T12:35:50.34158192Z level=info msg="Executing migration" id="add name column into data_keys"
grafana  | logger=migrator t=2025-04-11T12:35:50.344624379Z level=info msg="Migration successfully executed" id="add name column into data_keys" duration=3.042333ms
grafana  | logger=migrator t=2025-04-11T12:35:50.345759587Z level=info msg="Executing migration" id="copy data_keys id column values into name"
grafana  | logger=migrator t=2025-04-11T12:35:50.345820629Z level=info msg="Migration successfully executed" id="copy data_keys id column values into name" duration=63.208µs
grafana  | logger=migrator t=2025-04-11T12:35:50.346788545Z level=info msg="Executing migration" id="rename data_keys name column to label"
grafana  | logger=migrator t=2025-04-11T12:35:50.362081587Z level=info msg="Migration successfully executed" id="rename data_keys name column to label" duration=15.282584ms
grafana  | logger=migrator t=2025-04-11T12:35:50.363136629Z level=info msg="Executing migration" id="rename data_keys id column back to name"
grafana  | logger=migrator t=2025-04-11T12:35:50.377416462Z level=info msg="Migration successfully executed" id="rename data_keys id column back to name" duration=14.278042ms
grafana  | logger=migrator t=2025-04-11T12:35:50.378671587Z level=info msg="Executing migration" id="create kv_store table v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.379178795Z level=info msg="Migration successfully executed" id="create kv_store table v1" duration=507.5µs
grafana  | logger=migrator t=2025-04-11T12:35:50.382923545Z level=info msg="Executing migration" id="add index kv_store.org_id-namespace-key"
grafana  | logger=migrator t=2025-04-11T12:35:50.383528045Z level=info msg="Migration successfully executed" id="add index kv_store.org_id-namespace-key" duration=604.708µs
grafana  | logger=migrator t=2025-04-11T12:35:50.384996087Z level=info msg="Executing migration" id="update dashboard_uid and panel_id from existing annotations"
grafana  | logger=migrator t=2025-04-11T12:35:50.38562092Z level=info msg="Migration successfully executed" id="update dashboard_uid and panel_id from existing annotations" duration=624.5µs
grafana  | logger=migrator t=2025-04-11T12:35:50.386769295Z level=info msg="Executing migration" id="create permission table"
grafana  | logger=migrator t=2025-04-11T12:35:50.38719717Z level=info msg="Migration successfully executed" id="create permission table" duration=427µs
grafana  | logger=migrator t=2025-04-11T12:35:50.388943254Z level=info msg="Executing migration" id="add unique index permission.role_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.389387337Z level=info msg="Migration successfully executed" id="add unique index permission.role_id" duration=444.292µs
grafana  | logger=migrator t=2025-04-11T12:35:50.391516295Z level=info msg="Executing migration" id="add unique index role_id_action_scope"
grafana  | logger=migrator t=2025-04-11T12:35:50.391960337Z level=info msg="Migration successfully executed" id="add unique index role_id_action_scope" duration=444.625µs
grafana  | logger=migrator t=2025-04-11T12:35:50.393209504Z level=info msg="Executing migration" id="create role table"
grafana  | logger=migrator t=2025-04-11T12:35:50.393607504Z level=info msg="Migration successfully executed" id="create role table" duration=398.084µs
grafana  | logger=migrator t=2025-04-11T12:35:50.394605004Z level=info msg="Executing migration" id="add column display_name"
grafana  | logger=migrator t=2025-04-11T12:35:50.398398254Z level=info msg="Migration successfully executed" id="add column display_name" duration=3.789833ms
grafana  | logger=migrator t=2025-04-11T12:35:50.401125587Z level=info msg="Executing migration" id="add column group_name"
grafana  | logger=migrator t=2025-04-11T12:35:50.404424212Z level=info msg="Migration successfully executed" id="add column group_name" duration=3.29775ms
grafana  | logger=migrator t=2025-04-11T12:35:50.407977295Z level=info msg="Executing migration" id="add index role.org_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.408493295Z level=info msg="Migration successfully executed" id="add index role.org_id" duration=516.666µs
grafana  | logger=migrator t=2025-04-11T12:35:50.409918254Z level=info msg="Executing migration" id="add unique index role_org_id_name"
grafana  | logger=migrator t=2025-04-11T12:35:50.41044917Z level=info msg="Migration successfully executed" id="add unique index role_org_id_name" duration=531.25µs
grafana  | logger=migrator t=2025-04-11T12:35:50.411863379Z level=info msg="Executing migration" id="add index role_org_id_uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.412358504Z level=info msg="Migration successfully executed" id="add index role_org_id_uid" duration=494µs
grafana  | logger=migrator t=2025-04-11T12:35:50.416075962Z level=info msg="Executing migration" id="create team role table"
grafana  | logger=migrator t=2025-04-11T12:35:50.41658517Z level=info msg="Migration successfully executed" id="create team role table" duration=515.875µs
grafana  | logger=migrator t=2025-04-11T12:35:50.417863504Z level=info msg="Executing migration" id="add index team_role.org_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.418314212Z level=info msg="Migration successfully executed" id="add index team_role.org_id" duration=451.375µs
grafana  | logger=migrator t=2025-04-11T12:35:50.421375795Z level=info msg="Executing migration" id="add unique index team_role_org_id_team_id_role_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.421860462Z level=info msg="Migration successfully executed" id="add unique index team_role_org_id_team_id_role_id" duration=484.625µs
grafana  | logger=migrator t=2025-04-11T12:35:50.422998462Z level=info msg="Executing migration" id="add index team_role.team_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.423444545Z level=info msg="Migration successfully executed" id="add index team_role.team_id" duration=446.125µs
grafana  | logger=migrator t=2025-04-11T12:35:50.42436492Z level=info msg="Executing migration" id="create user role table"
grafana  | logger=migrator t=2025-04-11T12:35:50.424700337Z level=info msg="Migration successfully executed" id="create user role table" duration=334.667µs
grafana  | logger=migrator t=2025-04-11T12:35:50.42689467Z level=info msg="Executing migration" id="add index user_role.org_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.427347045Z level=info msg="Migration successfully executed" id="add index user_role.org_id" duration=452.958µs
grafana  | logger=migrator t=2025-04-11T12:35:50.428543712Z level=info msg="Executing migration" id="add unique index user_role_org_id_user_id_role_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.428985504Z level=info msg="Migration successfully executed" id="add unique index user_role_org_id_user_id_role_id" duration=440.917µs
grafana  | logger=migrator t=2025-04-11T12:35:50.431177087Z level=info msg="Executing migration" id="add index user_role.user_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.43156592Z level=info msg="Migration successfully executed" id="add index user_role.user_id" duration=389.167µs
grafana  | logger=migrator t=2025-04-11T12:35:50.432634087Z level=info msg="Executing migration" id="create builtin role table"
grafana  | logger=migrator t=2025-04-11T12:35:50.432950045Z level=info msg="Migration successfully executed" id="create builtin role table" duration=316.083µs
grafana  | logger=migrator t=2025-04-11T12:35:50.433899045Z level=info msg="Executing migration" id="add index builtin_role.role_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.434322295Z level=info msg="Migration successfully executed" id="add index builtin_role.role_id" duration=422.625µs
grafana  | logger=migrator t=2025-04-11T12:35:50.435413795Z level=info msg="Executing migration" id="add index builtin_role.name"
grafana  | logger=migrator t=2025-04-11T12:35:50.435781504Z level=info msg="Migration successfully executed" id="add index builtin_role.name" duration=368.375µs
grafana  | logger=migrator t=2025-04-11T12:35:50.439252545Z level=info msg="Executing migration" id="Add column org_id to builtin_role table"
grafana  | logger=migrator t=2025-04-11T12:35:50.442505337Z level=info msg="Migration successfully executed" id="Add column org_id to builtin_role table" duration=3.252833ms
grafana  | logger=migrator t=2025-04-11T12:35:50.443324379Z level=info msg="Executing migration" id="add index builtin_role.org_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.443768587Z level=info msg="Migration successfully executed" id="add index builtin_role.org_id" duration=445.708µs
grafana  | logger=migrator t=2025-04-11T12:35:50.444896212Z level=info msg="Executing migration" id="add unique index builtin_role_org_id_role_id_role"
grafana  | logger=migrator t=2025-04-11T12:35:50.445284712Z level=info msg="Migration successfully executed" id="add unique index builtin_role_org_id_role_id_role" duration=388.666µs
grafana  | logger=migrator t=2025-04-11T12:35:50.446798545Z level=info msg="Executing migration" id="Remove unique index role_org_id_uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.447225795Z level=info msg="Migration successfully executed" id="Remove unique index role_org_id_uid" duration=427.209µs
grafana  | logger=migrator t=2025-04-11T12:35:50.44811342Z level=info msg="Executing migration" id="add unique index role.uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.44849067Z level=info msg="Migration successfully executed" id="add unique index role.uid" duration=377.083µs
grafana  | logger=migrator t=2025-04-11T12:35:50.449799587Z level=info msg="Executing migration" id="create seed assignment table"
