grafana  | ✔ Downloaded and extracted grafana-opensearch-datasource v2.24.0 zip successfully to /var/lib/grafana/plugins/grafana-opensearch-datasource
grafana  | logger=migrator t=2025-04-11T12:35:49.466801253Z level=info msg="Migration successfully executed" id="Update uid column values in dashboard" duration=86.75µs
grafana  | logger=migrator t=2025-04-11T12:35:49.467764378Z level=info msg="Executing migration" id="Add unique index dashboard_org_id_uid"
grafana  | logger=migrator t=2025-04-11T12:35:49.46809617Z level=info msg="Migration successfully executed" id="Add unique index dashboard_org_id_uid" duration=331.708µs
grafana  | logger=migrator t=2025-04-11T12:35:49.470369545Z level=info msg="Executing migration" id="Remove unique index org_id_slug"
grafana  | logger=migrator t=2025-04-11T12:35:49.47064242Z level=info msg="Migration successfully executed" id="Remove unique index org_id_slug" duration=273.375µs
grafana  | logger=migrator t=2025-04-11T12:35:49.472237378Z level=info msg="Executing migration" id="Update dashboard title length"
grafana  | logger=migrator t=2025-04-11T12:35:49.472256962Z level=info msg="Migration successfully executed" id="Update dashboard title length" duration=20.5µs
grafana  | logger=migrator t=2025-04-11T12:35:49.473511503Z level=info msg="Executing migration" id="Add unique index for dashboard_org_id_title_folder_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.473878545Z level=info msg="Migration successfully executed" id="Add unique index for dashboard_org_id_title_folder_id" duration=367.459µs
grafana  | logger=migrator t=2025-04-11T12:35:49.475115712Z level=info msg="Executing migration" id="create dashboard_provisioning"
grafana  | logger=migrator t=2025-04-11T12:35:49.475436003Z level=info msg="Migration successfully executed" id="create dashboard_provisioning" duration=320.333µs
grafana  | logger=migrator t=2025-04-11T12:35:49.477937837Z level=info msg="Executing migration" id="Rename table dashboard_provisioning to dashboard_provisioning_tmp_qwerty - v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.480311712Z level=info msg="Migration successfully executed" id="Rename table dashboard_provisioning to dashboard_provisioning_tmp_qwerty - v1" duration=2.373375ms
grafana  | logger=migrator t=2025-04-11T12:35:49.482055045Z level=info msg="Executing migration" id="create dashboard_provisioning v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.482483295Z level=info msg="Migration successfully executed" id="create dashboard_provisioning v2" duration=428.541µs
grafana  | logger=migrator t=2025-04-11T12:35:49.484317128Z level=info msg="Executing migration" id="create index IDX_dashboard_provisioning_dashboard_id - v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.48469942Z level=info msg="Migration successfully executed" id="create index IDX_dashboard_provisioning_dashboard_id - v2" duration=382.958µs
grafana  | logger=migrator t=2025-04-11T12:35:49.486341753Z level=info msg="Executing migration" id="create index IDX_dashboard_provisioning_dashboard_id_name - v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.486681462Z level=info msg="Migration successfully executed" id="create index IDX_dashboard_provisioning_dashboard_id_name - v2" duration=339.958µs
grafana  | logger=migrator t=2025-04-11T12:35:49.488318295Z level=info msg="Executing migration" id="copy dashboard_provisioning v1 to v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.48846617Z level=info msg="Migration successfully executed" id="copy dashboard_provisioning v1 to v2" duration=145.625µs
grafana  | logger=migrator t=2025-04-11T12:35:49.490504503Z level=info msg="Executing migration" id="drop dashboard_provisioning_tmp_qwerty"
grafana  | logger=migrator t=2025-04-11T12:35:49.490786045Z level=info msg="Migration successfully executed" id="drop dashboard_provisioning_tmp_qwerty" duration=282.542µs
grafana  | logger=migrator t=2025-04-11T12:35:49.492434587Z level=info msg="Executing migration" id="Add check_sum column"
grafana  | logger=migrator t=2025-04-11T12:35:49.493381128Z level=info msg="Migration successfully executed" id="Add check_sum column" duration=947.084µs
grafana  | logger=migrator t=2025-04-11T12:35:49.495039212Z level=info msg="Executing migration" id="Add index for dashboard_title"
grafana  | logger=migrator t=2025-04-11T12:35:49.495383253Z level=info msg="Migration successfully executed" id="Add index for dashboard_title" duration=344.667µs
grafana  | logger=migrator t=2025-04-11T12:35:49.498064878Z level=info msg="Executing migration" id="delete tags for deleted dashboards"
grafana  | logger=migrator t=2025-04-11T12:35:49.498264545Z level=info msg="Migration successfully executed" id="delete tags for deleted dashboards" duration=202.25µs
grafana  | logger=migrator t=2025-04-11T12:35:49.500384837Z level=info msg="Executing migration" id="delete stars for deleted dashboards"
grafana  | logger=migrator t=2025-04-11T12:35:49.500531628Z level=info msg="Migration successfully executed" id="delete stars for deleted dashboards" duration=148.25µs
grafana  | logger=migrator t=2025-04-11T12:35:49.502252128Z level=info msg="Executing migration" id="Add index for dashboard_is_folder"
grafana  | logger=migrator t=2025-04-11T12:35:49.502645212Z level=info msg="Migration successfully executed" id="Add index for dashboard_is_folder" duration=393.625µs
grafana  | logger=migrator t=2025-04-11T12:35:49.506225087Z level=info msg="Executing migration" id="Add isPublic for dashboard"
grafana  | logger=migrator t=2025-04-11T12:35:49.507320253Z level=info msg="Migration successfully executed" id="Add isPublic for dashboard" duration=1.095459ms
grafana  | logger=migrator t=2025-04-11T12:35:49.508586795Z level=info msg="Executing migration" id="Add deleted for dashboard"
grafana  | logger=migrator t=2025-04-11T12:35:49.509511628Z level=info msg="Migration successfully executed" id="Add deleted for dashboard" duration=923.292µs
grafana  | logger=migrator t=2025-04-11T12:35:49.510471503Z level=info msg="Executing migration" id="Add index for deleted"
grafana  | logger=migrator t=2025-04-11T12:35:49.510739587Z level=info msg="Migration successfully executed" id="Add index for deleted" duration=268.291µs
grafana  | logger=migrator t=2025-04-11T12:35:49.511815837Z level=info msg="Executing migration" id="Add column dashboard_uid in dashboard_tag"
grafana  | logger=migrator t=2025-04-11T12:35:49.512703795Z level=info msg="Migration successfully executed" id="Add column dashboard_uid in dashboard_tag" duration=888.167µs
grafana  | logger=migrator t=2025-04-11T12:35:49.515389128Z level=info msg="Executing migration" id="Add column org_id in dashboard_tag"
grafana  | logger=migrator t=2025-04-11T12:35:49.516396003Z level=info msg="Migration successfully executed" id="Add column org_id in dashboard_tag" duration=1.007208ms
grafana  | logger=migrator t=2025-04-11T12:35:49.517957337Z level=info msg="Executing migration" id="Add missing dashboard_uid and org_id to dashboard_tag"
grafana  | logger=migrator t=2025-04-11T12:35:49.518177045Z level=info msg="Migration successfully executed" id="Add missing dashboard_uid and org_id to dashboard_tag" duration=211.166µs
grafana  | logger=migrator t=2025-04-11T12:35:49.520422712Z level=info msg="Executing migration" id="Add missing dashboard_uid and org_id to star"
grafana  | logger=migrator t=2025-04-11T12:35:49.52061592Z level=info msg="Migration successfully executed" id="Add missing dashboard_uid and org_id to star" duration=193.542µs
grafana  | logger=migrator t=2025-04-11T12:35:49.521561837Z level=info msg="Executing migration" id="create data_source table"
grafana  | logger=migrator t=2025-04-11T12:35:49.521919003Z level=info msg="Migration successfully executed" id="create data_source table" duration=357.417µs
grafana  | logger=migrator t=2025-04-11T12:35:49.523462378Z level=info msg="Executing migration" id="add index data_source.account_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.523757503Z level=info msg="Migration successfully executed" id="add index data_source.account_id" duration=295.375µs
grafana  | logger=migrator t=2025-04-11T12:35:49.525396212Z level=info msg="Executing migration" id="add unique index data_source.account_id_name"
grafana  | logger=migrator t=2025-04-11T12:35:49.526194837Z level=info msg="Migration successfully executed" id="add unique index data_source.account_id_name" duration=793.584µs
grafana  | logger=migrator t=2025-04-11T12:35:49.528189462Z level=info msg="Executing migration" id="drop index IDX_data_source_account_id - v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.528785878Z level=info msg="Migration successfully executed" id="drop index IDX_data_source_account_id - v1" duration=596.667µs
grafana  | logger=migrator t=2025-04-11T12:35:49.531401045Z level=info msg="Executing migration" id="drop index UQE_data_source_account_id_name - v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.531819337Z level=info msg="Migration successfully executed" id="drop index UQE_data_source_account_id_name - v1" duration=418.834µs
grafana  | logger=migrator t=2025-04-11T12:35:49.534140962Z level=info msg="Executing migration" id="Rename table data_source to data_source_v1 - v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.536825212Z level=info msg="Migration successfully executed" id="Rename table data_source to data_source_v1 - v1" duration=2.687833ms
grafana  | logger=migrator t=2025-04-11T12:35:49.538728753Z level=info msg="Executing migration" id="create data_source table v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.53914192Z level=info msg="Migration successfully executed" id="create data_source table v2" duration=413.75µs
grafana  | logger=migrator t=2025-04-11T12:35:49.540677587Z level=info msg="Executing migration" id="create index IDX_data_source_org_id - v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.540990545Z level=info msg="Migration successfully executed" id="create index IDX_data_source_org_id - v2" duration=316.167µs
grafana  | logger=migrator t=2025-04-11T12:35:49.54280067Z level=info msg="Executing migration" id="create index UQE_data_source_org_id_name - v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.543175628Z level=info msg="Migration successfully executed" id="create index UQE_data_source_org_id_name - v2" duration=375.333µs
grafana  | logger=migrator t=2025-04-11T12:35:49.54494967Z level=info msg="Executing migration" id="Drop old table data_source_v1 #2"
grafana  | logger=migrator t=2025-04-11T12:35:49.54517492Z level=info msg="Migration successfully executed" id="Drop old table data_source_v1 #2" duration=225.542µs
grafana  | logger=migrator t=2025-04-11T12:35:49.546504253Z level=info msg="Executing migration" id="Add column with_credentials"
grafana  | logger=migrator t=2025-04-11T12:35:49.547511628Z level=info msg="Migration successfully executed" id="Add column with_credentials" duration=1.007583ms
grafana  | logger=migrator t=2025-04-11T12:35:49.549208337Z level=info msg="Executing migration" id="Add secure json data column"
grafana  | logger=migrator t=2025-04-11T12:35:49.550224753Z level=info msg="Migration successfully executed" id="Add secure json data column" duration=1.016625ms
grafana  | logger=migrator t=2025-04-11T12:35:49.552483212Z level=info msg="Executing migration" id="Update data_source table charset"
grafana  | logger=migrator t=2025-04-11T12:35:49.552499962Z level=info msg="Migration successfully executed" id="Update data_source table charset" duration=17.416µs
grafana  | logger=migrator t=2025-04-11T12:35:49.554092087Z level=info msg="Executing migration" id="Update initial version to 1"
grafana  | logger=migrator t=2025-04-11T12:35:49.554207045Z level=info msg="Migration successfully executed" id="Update initial version to 1" duration=115.375µs
grafana  | logger=migrator t=2025-04-11T12:35:49.555868962Z level=info msg="Executing migration" id="Add read_only data column"
grafana  | logger=migrator t=2025-04-11T12:35:49.556955378Z level=info msg="Migration successfully executed" id="Add read_only data column" duration=1.0865ms
grafana  | logger=migrator t=2025-04-11T12:35:49.558651462Z level=info msg="Executing migration" id="Migrate logging ds to loki ds"
grafana  | logger=migrator t=2025-04-11T12:35:49.55874592Z level=info msg="Migration successfully executed" id="Migrate logging ds to loki ds" duration=94.708µs
grafana  | logger=migrator t=2025-04-11T12:35:49.560296795Z level=info msg="Executing migration" id="Update json_data with nulls"
grafana  | logger=migrator t=2025-04-11T12:35:49.560371337Z level=info msg="Migration successfully executed" id="Update json_data with nulls" duration=75.167µs
grafana  | logger=migrator t=2025-04-11T12:35:49.561917087Z level=info msg="Executing migration" id="Add uid column"
grafana  | logger=migrator t=2025-04-11T12:35:49.562931962Z level=info msg="Migration successfully executed" id="Add uid column" duration=1.014709ms
grafana  | logger=migrator t=2025-04-11T12:35:49.565397587Z level=info msg="Executing migration" id="Update uid value"
grafana  | logger=migrator t=2025-04-11T12:35:49.56548417Z level=info msg="Migration successfully executed" id="Update uid value" duration=87.208µs
grafana  | logger=migrator t=2025-04-11T12:35:49.566986878Z level=info msg="Executing migration" id="Add unique index datasource_org_id_uid"
